,campaign_id,campaign_name,Submission Date,Description,Campaign Objectives,KPIs,Placement(s),StartDate,EndDate,Serving Location(s),Black/white/audience list included?,Cost Centre,Currency,Buy Rate (CPE),Volume Agreed,Gross Cost/Budget,Agency Fee,Percentage,Flat Fee,Net Cost
55,gzjpejk,Version 2 | Lionsgate The Protege Concept 2 | Sensory Video | CPE AV | Swipe Up,08/09/2021 20:29,"Hi Kentaro + Ivy, submitting the Protege HE card here as this campaign is anticipating launch on 9/21. The first round of assets is received from the client, please see the comment below for links to download.

Campaign Name: Protege HE
Flight dates: 9/21 - 10/24
KPI: Conversion (ER and CTR are Plan B KPIs if pixels don't work)
Creative Status: Demo building phase
Creative Detail: Client wants to repurpose the theatrical release units (sensory video and pre-roll) as a starting point and switch off assets, messaging, and CTA for the HE phase. Linking the builds below for reference

 - Sensory Video (Swipe Up): 
 - Pre-roll:","Brand Awareness
Reach
Conversion (sales, downloads)","CTR
Conversion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)
1280 x 720 (pre-roll)",21/09/2021,24/10/2021,US national,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
56,x0lpc6n,Version 2 | Lionsgate The Protege Concept 2 | Sensory Video | CPE | Swipe Up,08/09/2021 20:29,"Hi Kentaro + Ivy, submitting the Protege HE card here as this campaign is anticipating launch on 9/21. The first round of assets is received from the client, please see the comment below for links to download.

Campaign Name: Protege HE
Flight dates: 9/21 - 10/24
KPI: Conversion (ER and CTR are Plan B KPIs if pixels don't work)
Creative Status: Demo building phase
Creative Detail: Client wants to repurpose the theatrical release units (sensory video and pre-roll) as a starting point and switch off assets, messaging, and CTA for the HE phase. Linking the builds below for reference

 - Sensory Video (Swipe Up): 
 - Pre-roll:","Brand Awareness
Reach
Conversion (sales, downloads)","CTR
Conversion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)
1280 x 720 (pre-roll)",21/09/2021,24/10/2021,US national,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
57,lnq49qr,VCA_FRIVOLE_2020_10_AU,16/11/2020 23:57,"VCA will be running Frivole campaign in Australia.

Main objective of the campaign is awareness.

The client will use one of the creative that will be running in Singapore: 
'sun' or 'wind'.
I am waiting to hear back from the client on which version of the creative they will like to run for the Australian market.

The campaign will run on a white list and I am also waiting for the client to confirm the site list.

Budget: AUD 22k gross (AUD 19,800 net)
Campaign dates: 19/11/20 - 31/12/20","Brand Awareness
Product Awareness
Audience Engagement",CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",19/11/2020,31/12/2020,Australia,Black/white/audience list will be provided later,SGP,AUD,0.75,29333.33,22000.0,Percentage,10.0,Not Available,19800.0
58,gqd7ugl,VCA_FRIVOLE_2020_10_APAC,16/11/2020 23:57,"VCA will be running Frivole campaign in Australia.

Main objective of the campaign is awareness.

The client will use one of the creative that will be running in Singapore: 
'sun' or 'wind'.
I am waiting to hear back from the client on which version of the creative they will like to run for the Australian market.

The campaign will run on a white list and I am also waiting for the client to confirm the site list.

Budget: AUD 22k gross (AUD 19,800 net)
Campaign dates: 19/11/20 - 31/12/20","Brand Awareness
Product Awareness
Audience Engagement",CTR,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",19/11/2020,31/12/2020,Australia,Black/white/audience list will be provided later,SGP,AUD,0.75,29333.33,22000.0,Percentage,10.0,Not Available,19800.0
59,u0b6zzm,VCA_FRIVOLE WAVE 2_2021_01_AU,15/12/2020 23:57,"Storyboard Stage : 
The storyboards are currently being revised as per new assets sent over - When they are done they can be sent over to the agency for the feedback. I had briefed in the storyboards on this Trello card: https://trello.com/c/PDNOCdhv/710-vca-frivole-wave-2-vca-frivole-wave-2-budget-top-up-12-03-2020-sgp


Discussion Recap : 
Nothing further than they need new storyboards based on the assets they sent us in. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Sent over to design on other Trello card already, here is the link incase required: https://we.tl/t-EL2yqlYItd  

Reference Links :
https://www.vancleefarpels.com/sg/en/home.html?&mid=2300i6f25517&mkwid=s_dc&pcrid=453555267000&kword=van%20cleef%20and%20arpels&match=e&plid=&gclid=Cj0KCQiA2uH-BRCCARIsAEeef3ktnuNG-bmIbAnZf3-KEXkHy2zmvuYNfJLjdd0c3Mt6oxaM5VBv-bcaAibUEALw_wcB&gclsrc=aw.ds


**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: Nett SGD 20,000
Currency: SGD 
CPE Rate: SGD 0.63
Engagements: 40,336 (Inclusive of 8% Bonus Engagements) 
Country: Singapore

Campaign Period :
11th January 2021- 31st January 2021

Ad Sizes :
Full-Screen 320x480 & MPU 200x250

Audience Targeting :
Targeting [SG] - Aspirational, Luxury Active, In-Maison

Whitelist :
Current VCA whitelist to be applied, I'll also confirm this in writing on the handover mail as so far its been on whatsapp. 

Brand Safety :
Applied along with the existing negative keywords list. 

Brand Impact Optimizer :
Yes, 1x.","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",11/01/2021,31/01/2021,Singapore,Black/white/audience list included,SGP,SGD,0.63,40336.0,25411.68,Percentage,15.0,Not Available,21599.93
60,mdanl1k,VCA_FRIVOLE WAVE 2_2021_SG,15/12/2020 23:57,"Storyboard Stage : 
The storyboards are currently being revised as per new assets sent over - When they are done they can be sent over to the agency for the feedback. I had briefed in the storyboards on this Trello card: https://trello.com/c/PDNOCdhv/710-vca-frivole-wave-2-vca-frivole-wave-2-budget-top-up-12-03-2020-sgp


Discussion Recap : 
Nothing further than they need new storyboards based on the assets they sent us in. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Sent over to design on other Trello card already, here is the link incase required: https://we.tl/t-EL2yqlYItd  

Reference Links :
https://www.vancleefarpels.com/sg/en/home.html?&mid=2300i6f25517&mkwid=s_dc&pcrid=453555267000&kword=van%20cleef%20and%20arpels&match=e&plid=&gclid=Cj0KCQiA2uH-BRCCARIsAEeef3ktnuNG-bmIbAnZf3-KEXkHy2zmvuYNfJLjdd0c3Mt6oxaM5VBv-bcaAibUEALw_wcB&gclsrc=aw.ds


**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: Nett SGD 20,000
Currency: SGD 
CPE Rate: SGD 0.63
Engagements: 40,336 (Inclusive of 8% Bonus Engagements) 
Country: Singapore

Campaign Period :
11th January 2021- 31st January 2021

Ad Sizes :
Full-Screen 320x480 & MPU 200x250

Audience Targeting :
Targeting [SG] - Aspirational, Luxury Active, In-Maison

Whitelist :
Current VCA whitelist to be applied, I'll also confirm this in writing on the handover mail as so far its been on whatsapp. 

Brand Safety :
Applied along with the existing negative keywords list. 

Brand Impact Optimizer :
Yes, 1x.","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",11/01/2021,31/01/2021,Singapore,Black/white/audience list included,SGP,SGD,0.63,40336.0,25411.68,Percentage,15.0,Not Available,21599.93
61,2z6pk1p,VCA_FRIVOLE WAVE 2_2021_SG - CPE Algo,15/12/2020 23:57,"Storyboard Stage : 
The storyboards are currently being revised as per new assets sent over - When they are done they can be sent over to the agency for the feedback. I had briefed in the storyboards on this Trello card: https://trello.com/c/PDNOCdhv/710-vca-frivole-wave-2-vca-frivole-wave-2-budget-top-up-12-03-2020-sgp


Discussion Recap : 
Nothing further than they need new storyboards based on the assets they sent us in. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Sent over to design on other Trello card already, here is the link incase required: https://we.tl/t-EL2yqlYItd  

Reference Links :
https://www.vancleefarpels.com/sg/en/home.html?&mid=2300i6f25517&mkwid=s_dc&pcrid=453555267000&kword=van%20cleef%20and%20arpels&match=e&plid=&gclid=Cj0KCQiA2uH-BRCCARIsAEeef3ktnuNG-bmIbAnZf3-KEXkHy2zmvuYNfJLjdd0c3Mt6oxaM5VBv-bcaAibUEALw_wcB&gclsrc=aw.ds


**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: Nett SGD 20,000
Currency: SGD 
CPE Rate: SGD 0.63
Engagements: 40,336 (Inclusive of 8% Bonus Engagements) 
Country: Singapore

Campaign Period :
11th January 2021- 31st January 2021

Ad Sizes :
Full-Screen 320x480 & MPU 200x250

Audience Targeting :
Targeting [SG] - Aspirational, Luxury Active, In-Maison

Whitelist :
Current VCA whitelist to be applied, I'll also confirm this in writing on the handover mail as so far its been on whatsapp. 

Brand Safety :
Applied along with the existing negative keywords list. 

Brand Impact Optimizer :
Yes, 1x.","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",11/01/2021,31/01/2021,Singapore,Black/white/audience list included,SGP,SGD,0.63,40336.0,25411.68,Percentage,15.0,Not Available,21599.93
62,aok49ix,PIMCO_Bond Matters_2020_11_HK,12/10/2020 02:16,"**DESIGN SECTION**

Storyboard Due Date :
ASAP 

Brand & Product Background :
PIMCO, Asset Management company, is going to do a branding campaign for it's bonds product. 

Campaign Objective & Creative Goal :
Drive Click and landing. Sensory creative flow but CTA shows asap.

Creative Concept Stage :
Client provided the approved 320x480 layout. we only have to do 300x350 respectively. 

Total creative version will be 3. Covering HK & SG market but the difference will be the disclaimers only. 


""Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Always request for campaign assets to avoid double work!""
Yes , the other two will be provided later 

Reference Links :
(Write down)

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
USD 12,820 HK market 
USD 12,820 SG market 

We are still waiting the confirmation of buying models 

Campaign Period :
ASAP – Jan 3 2021

Ad Sizes :
320x480 + 300x250

Audience Targeting :
TBC 

Whitelist :
Yes

Brand Safety :
TBC

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Drive Traffic (to site)
Conversion (sales, downloads)","CTR
Conversion Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",14/10/2020,03/01/2021,Hong Kong & Singapore,Black/white/audience list will be provided later,HK,USD,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
63,njxvplt,Hulu Modok S1 FY21 | Sensory Video | CPM,30/04/2021 09:52,"Hi Design - Information for the Hulu MODOK campaign below

 - Budget: $130k
 - Creative Unit
  - 1x Pre-roll Video Unit w/interactive Overlay
  - 1x High Impact Sensory Video Unit
  - 1x High Impact Sensory Engagement Unit
 - As next steps we will need to move to the live build phase. Demos due  Thursday 4/6 EOD PST.","Brand Awareness
Audience Engagement
Video Views","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),14/05/2021,06/06/2021,US National,No black/white/audience list for this campaign,USA,USD,13.0,10000.0,130000.0,Percentage,15.0,Not Available,110500.0
64,t8oo0oe,Hulu Modok S1 FY21 | Sensory Video | CPM AV,30/04/2021 09:52,"Hi Design - Information for the Hulu MODOK campaign below

 - Budget: $130k
 - Creative Unit
  - 1x Pre-roll Video Unit w/interactive Overlay
  - 1x High Impact Sensory Video Unit
  - 1x High Impact Sensory Engagement Unit
 - As next steps we will need to move to the live build phase. Demos due  Thursday 4/6 EOD PST.","Brand Awareness
Audience Engagement
Video Views","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),14/05/2021,06/06/2021,US National,No black/white/audience list for this campaign,USA,USD,13.0,10000.0,130000.0,Percentage,15.0,Not Available,110500.0
65,reo17ho,Hulu Monsterland | Sensory User Choice | CPM,20/08/2020 17:07,"Hey Kentaro - Here is the updated ""Live Campaign"" card for the upcoming Hulu Crossing Swords flight. Please let me know if you have any questions. 

 - Brand: Hulu
 - Campaign: Monsterland
 - Flight: 
  - 9/18 - 9/30 ($45,000)
  - 10/1 - 10/11 ($155,000)
 - Objective: Raise awareness and drive tune-ins for Hulu's Monsterland premiere on 10/2/20
 - Target: Adults 18-49 / Even Gender Split 
 - Creative:
  - 1x Pre-roll video with overlay
  - 1x Sensory Engagement USER CHOICE unit
 - Asset Delivery: Hulu to send final ""ready to build"" assets by 9/8","Brand Awareness
Drive Traffic (to site)
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),18/09/2020,11/10/2020,USA,No black/white/audience list for this campaign,USA,USD,16.0,12500.0,200000.0,Percentage,0.0,Not Available,200000.0
66,ub561em,Hulu Monsterland | Sensory User Choice | AV,20/08/2020 17:07,"Hey Kentaro - Here is the updated ""Live Campaign"" card for the upcoming Hulu Crossing Swords flight. Please let me know if you have any questions. 

 - Brand: Hulu
 - Campaign: Monsterland
 - Flight: 
  - 9/18 - 9/30 ($45,000)
  - 10/1 - 10/11 ($155,000)
 - Objective: Raise awareness and drive tune-ins for Hulu's Monsterland premiere on 10/2/20
 - Target: Adults 18-49 / Even Gender Split 
 - Creative:
  - 1x Pre-roll video with overlay
  - 1x Sensory Engagement USER CHOICE unit
 - Asset Delivery: Hulu to send final ""ready to build"" assets by 9/8","Brand Awareness
Drive Traffic (to site)
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),18/09/2020,11/10/2020,USA,No black/white/audience list for this campaign,USA,USD,16.0,12500.0,200000.0,Percentage,0.0,Not Available,200000.0
67,r0x8pde,Hulu_Solar Opposites - Sensory Video | CPM,22/04/2020 12:27,"Hey Kentaro - below is the info for the Hulu Solar Opposites live campaign.

Creative:

 - Utilizing Mock: Y
 - No. of Concepts: 2x
 - Type of Sensory Build: Pre-roll w/overlay, Sensory video
 - Format: Full Screen + MPU

 - Waiting on video assets from client.
 - Asset pack here: https://hulu.app.box.com/s/jtcz20asow23a2p7h2alyoo16zjdjp8n/folder/110987812636",Brand Awareness,"CTR
Completion Rate
Engagement Rate",320x480 (Fullscreen mobile / interstitial),04/05/2020,17/05/2020,USA,No black/white/audience list for this campaign,USA,USD,13.0,0.0,0.0,Percentage,0.0,Not Available,0.0
68,frznpcs,INSTAGRAM_BRAND CAMPAIGN_2020_11_KR,07/10/2020 21:50,"**DESIGN SECTION**
Storyboard Stage : 
Storyboard provided, and clients would like to execute this.

Discussion Recap : 
There are 5 videos to swap out, and they want the design in the way of the storyboard we shared with them previously. 

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Still awaiting for these from the clients. 

Reference Links :
Last I checked, the landing page wasn't ready to share.

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 36,000
Currency: USD 
CPE Rate: USD 0.27
Engagements: 196,078
Country: Korea

Campaign Period :
Campaign dates are currently tentative and TBC as still waiting on assets. They aim to launch around 14th Oct and will be running for at least 9 weeks. 

Ad Sizes :
Full-Screen 320x480 & MPU 200x250

Audience Targeting :
Marketers, Advertising/Media Agencies, Decision Makers

Whitelist :
N/A

Brand Safety :
Applied. 

Brand Impact Optimizer :
Yes. 1x. They've sent me the question they would like to serve.","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,320x480 (Fullscreen mobile / interstitial),14/12/2020,16/12/2020,Korea,No black/white/audience list for this campaign,SGP,USD,0.27,196078.0,52941.06,Percentage,15.0,Not Available,44999.9
69,pace1ha,Sante Publique FR - CPE Algo,21/09/2020 04:08,"Hi Team, 

Santé Publique France 

We receive an oral confirmation from the client (media agency) and the creative agency sent us the assets, which are pretty limited to be honest. Only a JPG  + PSD per format: MPU + FS.

The objectives of the campaign:

Budget : 30K €  // CPM SOLD CAMPAIGN : 10€

Date : 5 Octobre au 31 Octobre 2020

Cible : Cible : Ens H/F 25-59 ans + CSP- et Ens 18-24 ans CSP- ou Etudiants
 
KPI : CP Reach , Visibilité 

Objectif : Reach / Taux de visibilité

Can we please make a TAP unit where the user will answer the question displayed by answering ""Vrai"" ou ""Faux"" ( True or False) ??

Find assets below:  

VISUALS JPG + PSD
https://www.transfernow.net/4oOdMZ092020

PSD from one of our competitors
 https://www.transfernow.net/0vLeIa092020

Let me know what we can do!","Brand Awareness
Reach","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),05/10/2020,31/10/2020,France,Black/white/audience list will be provided later,FR,EUR,10.0,3000.0,30000.0,Flat Fee,Not Avaliable,Not Available,30000.0
70,wmzgmay,Sante Publique FR,21/09/2020 04:08,"Hi Team, 

Santé Publique France 

We receive an oral confirmation from the client (media agency) and the creative agency sent us the assets, which are pretty limited to be honest. Only a JPG  + PSD per format: MPU + FS.

The objectives of the campaign:

Budget : 30K €  // CPM SOLD CAMPAIGN : 10€

Date : 5 Octobre au 31 Octobre 2020

Cible : Cible : Ens H/F 25-59 ans + CSP- et Ens 18-24 ans CSP- ou Etudiants
 
KPI : CP Reach , Visibilité 

Objectif : Reach / Taux de visibilité

Can we please make a TAP unit where the user will answer the question displayed by answering ""Vrai"" ou ""Faux"" ( True or False) ??

Find assets below:  

VISUALS JPG + PSD
https://www.transfernow.net/4oOdMZ092020

PSD from one of our competitors
 https://www.transfernow.net/0vLeIa092020

Let me know what we can do!","Brand Awareness
Reach","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),05/10/2020,31/10/2020,France,Black/white/audience list will be provided later,FR,EUR,10.0,3000.0,30000.0,Flat Fee,Not Avaliable,Not Available,30000.0
71,owknxsw,VCA_ALHAMBRA_2020_10_APAC,14/11/2018 04:30,"This campaign will run both MPU and Fullscreen banners, both in English.

The creative storyboard has been approved for Fullscreen and is attached. 

In terms of next step, we need to prepare and send the same concept in MPU format.

Please download the assets from there:

https://hkglftp01101.insidemedia.net/lftmail/main.cgi?action=downloadxml&xem=jNUfvUxDGb3D54fes1oJIsAPsiNKRPAVZlJfrMJ95X8BQn6KMzJ9Z8ZRPsOtBWclx0VOml8vH6eu%0AWuKSAOqbxdlubdgh9chvRrzFYGzqtsQoARfvAuscBZa8vUIOwUQ7nkeK13DIxzTqCfcILlIX43My%0AopJ%2BdDji0NubyM%2BDaj0%3D%0A&xjb=5BEBE35503E211C0&xep=B6SRoP9kSqLb9vqIRrIVOdfrrqnJUu9Z0ubw7Pc0T7UmvCZ7IlCkiKt%2ByM%2FaJronE9t4UjldwoEl%0A441CK1yXLEvaubHzqSVrH8nNbVHlL3m0MkJeIOoIkL%2BdL3bR3JuvsLi7pX10SOfF5S5xyOapSDeD%0A%2Fh9ddhepSOcfX0eJcSY%3D%0A","Brand Awareness
Sentiment / Favourability
Drive Traffic (to site)
Audience Engagement
Video Views","VTR
CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",19/11/2018,14/12/2018,Hong Kong,Black/white/audience list included,SING,HKD,2.75,64171.0,176470.25,Percentage,15.0,Not Available,149999.71
72,tnh1z4q,MOX BANK_BRANDING_2021_03_HK_CPE,19/11/2020 03:45,"**DESIGN SECTION**

Storyboard Due Date :
24 Nov 2020

Brand & Product Background :
Mox is a new virtual bank in Hong Kong backed by Standard Chartered, in partnership with HKT, PCCW and Trip.com. They are the combined power of a well-trusted international banking group, the city’s telecom and lifestyle leader as well as Asia’s largest online travel agency. Mox delivers a suite of retail banking services as well as lifestyle benefits all in one place.

Campaign Objective & Creative Goal :
To build brand awareness and educate public to use Mox banking.

Creative Concept Stage :
Adapt their always on creatives to create the sensory ad. No specific creative directions. Feel free to suggest the creative idea.
They shared their comments on the creative built by another vendor for our reference.


""Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Material download link:
https://we.tl/t-LGSXNLwHsX

Reference Links :
https://mox.com/zh/
---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: HKD 120,000
CPE: HKD 3.90
Engagements: 41,629
Market: HK

Campaign Period :
1 Dec - 31 Dec (they know the launch date will be later as we need 10 working days for the production)

Ad Sizes :
320x480
300x250

Audience Targeting :
-Families with kids
-Students
-Travel enthusiasts
-F&B enthusiasts
-Young professionals
-Fashion shoppers
-Gadget lovers

Whitelist :
TBC

Brand Safety :
TBC

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Consideration / Purchase Intent
Drive Traffic (to site)","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",03/12/2020,31/12/2020,Hong Kong,Black/white/audience list will be provided later,HK,HKD,3.9,36199.0,141176.1,Percentage,15.0,Not Available,119999.68
73,m0c5yv6,SoFi_Hong Kong App_2020_05_HK,19/01/2021 06:33,"**DESIGN SECTION**

Storyboard Stage : 
Sent 

Discussion Recap : 
Exact wording: 

1) Actually we changed our mind a little on the background colour scheme. Can you go with background colours as in the attached PNG. Call to action button colour will have to change to another colour I think otherwise there's too much purple colour.
Sure. Let me check with the design team on the colour arrangement. Will share you reference with the team 

2) The overall design of the bull is great. But can it be a bit ""fatter"" so to speak? Currently it looks a bit skinny. A slightly fatter bull signififies wealth, propserity and also reminds people of the bull from a bull market in stock trading.
Let me check with the design team to see if there is another similar bull image but looking fatter

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
(Write down)
No 

Reference Links :
No 

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
USD 15,000.00 USD 0.50 35,294 engagements Hong Kong 

Campaign Period :
2/2/2020 28/2/2020

Ad Sizes :
320x480 + 300x250

Audience Targeting :
TBC

Whitelist :
TBC

Brand Safety :
No

Brand Impact Optimizer :
No","Brand Awareness
Drive Traffic (to site)
Conversion (sales, downloads)","CTR
Conversion Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",02/02/2021,28/02/2021,Hong Kong,Black/white/audience list will be provided later,HK,USD,0.5,35284.0,17642.0,Percentage,15.0,Not Available,14995.7
74,wov3naw,PIMCO_EoY Campaign 2_2020_12_TW,06/12/2020 22:08,"DESIGN SECTION

Storyboard Due Date :

Pending, still waiting for assets. (but the launch date is 12/14)

Brand & Product Background :

PIMCO is one of the prestigious financial investment company with various variety of clients. individual investors, financial advisors and enterprise investors are all PIMCO's client.

PIMCO provides financial products across the spectrum for clients to choose.

Campaign Objective & Creative Goal :

PIMCO just enter TW market recently, so they would like to draw more potential clients to engage with their Ad. and to make it's brand more well-known among their TA.

Creative Concept Stage :

Storyboard requesting and video demo requesting

""Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Always request for campaign assets to avoid double work!""
(Write down)

Reference Links :
https://www.pimco.com.tw/zh-tw/

Campaign Budget & Currency, CPE Rate, Engagements, Country :

180k NTD (net), CPL rate: 28 NTD, guarantee landings: 7,392, Country: Taiwan.

Campaign Period :

2020/12/14 - 2021/1/10

Ad Sizes :

Full-screen 320*480px

Audience Targeting :

35 - 55 male and female, high-end incomers, financial investors, financial product buyers, financial tips searchers

Whitelist :

send later

Brand Safety :

Send later

Brand Impact Optimizer :
N/A","Brand Awareness
Product Awareness
Drive Traffic (to site)
Audience Engagement",Conversion Rate,320x480 (Fullscreen mobile / interstitial),14/12/2020,10/01/2021,Taiwan,Black/white/audience list will be provided later,TW,TWD,28.0,7392.0,206976.0,Percentage,15.0,Not Available,175929.6
75,qhf7p0f,NESTLE_NIDO_2020_12_GCC,10/08/2021 00:47,"**DESIGN SECTION**

Storyboard Stage : 
Previously did 2x storyboards here - https://trello.com/c/DBI2NjwT/858-nestle-maggi-varieties-bouillon-start-date-23-04-2021-040000-under-72hrs-sgp

Discussion Recap : 
Client wants to go with storyboard 2. Can we please input the new set of videos as requested into a build? This needs to go live by 15/08.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Previously shared first round of assets in the comments of the previous Trello card, another set of videos are here https://flavor-republic.wetransfer.com/downloads/57ccd4be1f7c186ca5af70af5536fd7620210805150412/c24055

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 5,910.84
CPE Rate: USD 0.13
Engagements: 45,468
Country: GCC & UAE
Please see IO for engagement splits by geo

Campaign Period :
15/08/2021 - 01/09/2021

Ad Sizes :
Full-Screen + MPU

Audience Targeting :
Only geotargeting as on IO

Whitelist :
No

Brand Safety :
No

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement
Video Views
Conversion (sales, downloads)","VTR
CTR
Completion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",15/08/2021,01/09/2021,UAE & GCC,Black/white/audience list will be provided later,SGP,GBP,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
76,k39v2qd,NESTLE_NIDO_2020_12_UAE,10/08/2021 00:47,"**DESIGN SECTION**

Storyboard Stage : 
Previously did 2x storyboards here - https://trello.com/c/DBI2NjwT/858-nestle-maggi-varieties-bouillon-start-date-23-04-2021-040000-under-72hrs-sgp

Discussion Recap : 
Client wants to go with storyboard 2. Can we please input the new set of videos as requested into a build? This needs to go live by 15/08.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Previously shared first round of assets in the comments of the previous Trello card, another set of videos are here https://flavor-republic.wetransfer.com/downloads/57ccd4be1f7c186ca5af70af5536fd7620210805150412/c24055

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 5,910.84
CPE Rate: USD 0.13
Engagements: 45,468
Country: GCC & UAE
Please see IO for engagement splits by geo

Campaign Period :
15/08/2021 - 01/09/2021

Ad Sizes :
Full-Screen + MPU

Audience Targeting :
Only geotargeting as on IO

Whitelist :
No

Brand Safety :
No

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement
Video Views
Conversion (sales, downloads)","VTR
CTR
Completion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",15/08/2021,01/09/2021,UAE & GCC,Black/white/audience list will be provided later,SGP,GBP,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
